Kelime,Türkçe Anlamı,Tür,Seviye,Eş Anlamlılar,Örnek Cümle (İngilizce),Örnek Cümle (Türkçe)
childhood,"çocukluk, çocukluk dönemi, küçüklük",isim,B2,,I had a happy childhood.,Benim mutlu bir çocukluğum vardı.
classroom,"sınıf, dershane, derslik",isim,B2,,It isn't a classroom.,O bir sınıf değil.
clearer,daha net,isim,B2,,It's never been clearer.,Daha net olmamıştı.
clients,"hizmetten yararlananlar, müşteriler",isim,B2,,I have clients to call.,Arayacak müşterilerim var.
climbing,"tırmanış, dağcılık, tırmanma",isim,B2,,I went climbing in the Alps.,Alp'lerde tırmanmaya gittim.
coaster,"tahta peynirlik, kabotaj yapan gemi, kıyı boyunca işleyen ticari gemi",isim,B2,,Let's ride the roller coaster.,Roller coastera binelim.
coating,"kaplama, kaplanma, paltoluk kumaş",isim,B2,,The investigation highlighted the critical role of coating.,Soruşturma kaplama kavramının kritik rolünü vurguladı.
comfort,"rahatlık, konfor, rahat",isim,B2,,That's a real comfort.,O gerçek bir konfor.
command,"emretmek, buyurmak, kumanda",isim,B2,,I'm in command now.,Şu an komuta bende.
commence,"başlatmak, başlamak, dava açmak",isim,B2,,The investigation highlighted the critical role of commence.,Soruşturma başlatmak kavramının kritik rolünü vurguladı.
company,"bölük, şirket, firma",isim,B2,,It's a big company.,O büyük bir şirkettir.
comparing,"kıyaslama, karşılaştırma, kıyas",isim,B2,,Stop comparing yourself to others.,Kendini başlarıyla karşılaştırmayı kes.
complex,"karışık, blok, bileşik şey",isim,B2,,It's a complex issue.,Bu karmaşık bir konu.
component,"bileşen, parça, cüz",isim,B2,,Electronic components can be cleaned using pure isopropyl alcohol.,Elektronik bileşenler saf izopropil alkol kullanarak temizlenebilir.
composer,"yazar, bestekar, yaratıcı",isim,B2,,He is a famous composer.,O ünlü bir bestecidir.
concern,"ilgilendirmek, kaygı, endişe",isim,B2,,It's a big concern.,Bu büyük bir ilgi.
condition,"şartlandırmak, hal, koşul",isim,B2,,I'm in good condition.,İyi durumdayım.
conquer,"fethetmek, ele geçirmek, zaptetmek",isim,B2,,You must conquer your fear of the dark.,Karanlık korkunuzu yenmelisiniz.
consider,"durumu değerlendirmek, dikkate almak, göz önünde bulundurmak",isim,B2,,I consider it my duty.,Bunun görevim olduğunu düşünüyorum.
contact,"ilişki kurmak, irtibat kurmak, temas etmek",isim,B2,,I can't contact Tom.,Tom'la iletişim kuramıyorum.
container,"konteyner, kap, saklama kabı",isim,B2,,This container is completely watertight.,Bu kap tamamen su geçirmez.
continent,"kıta, anakara, alan",isim,B2,,Africa is the poorest continent.,Afrika en yoksul kıtadır.
control,"denetlemek, kontrol etmek, kontrol",isim,B2,,I can't control it.,Onu kontrol edemiyorum.
countries,ülkeler,isim,B2,,I've been to many countries.,Birçok ülkeye gittim.
coverage,"kapsam, olay kaydı, yayın alanı",isim,B2,,The mobile phone you have dialed is either switched off or outside the coverage area. Please try again later.,"Aradığınız telefon ya kapalı ya da kapsama alanı dışında, lütfen daha sonra tekrar deneyiniz."
creating,"yaratma, oluşturma, oluşturulan",isim,B2,,I'm interested in creating my own website.,Ben kendi web sitemi oluşturmakla ilgileniyorum.
creation,"kreasyon, icat, yaratma",isim,B2,,That has allowed the creation of 4.000 new jobs.,O 4.000 yeni istihdam yaratılmasını sağladı.
creature,"varlık, yaratık, mahluk",isim,B2,,I'm a creature of habit.,Ben bir alışkanlıkların insanıyım.
curiosity,"merak, tuhaf şey, tuhaf tip",isim,B2,,I did it out of curiosity.,Bunu meraktan dolayı yaptım.
curtain,"perde, perdelemek, perde takmak",isim,B2,,Can I open the curtain?,Perdeyi açabilir miyim?
daytime,"gündüz, gün, iş günü",isim,B2,,Stars cannot be seen in the daytime.,Yıldızlar gündüzün görülemez.
decades,on yıllar,isim,B2,,It hasn't been this hot in decades.,On yıllardır bu kadar sıcak görülmemişti.
decision,"karar, yargı, emir",isim,B2,,It's Tom's decision.,"O, Tom'un kararı."
deliver,"teslim etmek, yapmak, yapıştırmak",isim,B2,,I'll deliver the box.,Kutuyu teslim edeceğim.
detriment,"muhatara, muzır, zarar",isim,B2,,The investigation highlighted the critical role of detriment.,Soruşturma muhatara kavramının kritik rolünü vurguladı.
devices,aygıtlar,isim,B2,,All these devices are unreliable.,Bütün bu cihazlar güvenilir değil.
diamond,"elmas, camcı keskisi, baklava şekli",isim,B2,,Is that a real diamond?,O gerçek bir elmas mı?
digging,"kazma, maden, kazı",isim,B2,"excavation, mining, burrowing",I'm digging a hole.,Bir çukur kazıyorum.
director,"yönetici, yönetmen, müdür",isim,B2,,Who became the new director?,Kim yeni yönetici oldu?
discharge,"taburcu etmek, tahliye etmek, tahliye",isim,B2,,I have a discharge from my left ear.,Benim sol kulağımda bir akıntı var.
disparity,"farklılık, uyumsuzluk, ihtilaf",isim,B2,,The investigation highlighted the critical role of disparity.,Soruşturma farklılık kavramının kritik rolünü vurguladı.
display,"sergilemek, gösterme, teşhir",isim,B2,,His latest works are on temporary display.,Onun en son çalışmaları geçici sergide.
dispute,"çekişmek, tartışmak, tartışma",isim,B2,,I won't dispute that.,Onu tartışmayacağım.
distance,"mesafe, uzaklık, geride bırakmak",isim,B2,,I can't judge distance.,Mesafeyi tahmin edemem.
diversity,"çeşitlilik, değişik tür, çeşit",isim,B2,,There's so much diversity.,Pek çok çeşitlilik var.
division,"bölme, sınır, tefrika",isim,B2,,What division of the company do you work in?,Şirketin hangi bölümünde çalışıyorsun?
donating,"bağışlama, bağışta bulunma",isim,B2,,She's donating money for cancer research.,Kanser araştırmaları için para bağışında bulunuyor.
dosages,dozaj spektrumu,isim,B2,,The investigation highlighted the critical role of dosages.,Soruşturma dozaj spektrumu kavramının kritik rolünü vurguladı.
drawing,"çizme, çekme, çizim",isim,B2,,I'm good at drawing.,Ben resim çizmede iyiyim.
education,"öğretim, eğitim, öğrenim",isim,B2,,He had a classic education.,"O, klasik bir eğitim aldı."
effects,"eşya, efekt, kişisel eşyalar",isim,B2,,There were no side effects.,Hiçbir yan etki yoktu.
efficacy,"efikasite, etkililik, fayda",isim,B2,,The investigation highlighted the critical role of efficacy.,Soruşturma efikasite kavramının kritik rolünü vurguladı.
efforts,mesai,isim,B2,,His efforts were in vain.,Çabaları boşunaydı.
election,"seçim, intihap, tercih",isim,B2,,He won the next election.,"O, bir sonraki seçimi kazandı."
element,"eleman, unsur, doğa şartları",isim,B2,,Motivation is a key element.,Motivasyon anahtar unsurdur.
elements,"ilk adımlar, başlangıç, doğa güçleri",isim,B2,,Iridium is one of the rarest elements.,İridyum en ender elementlerden biridir.
eliciting,"aydınlığa çıkartma, sağlama, temin etme",isim,B2,,The investigation highlighted the critical role of eliciting.,Soruşturma aydınlığa çıkartma kavramının kritik rolünü vurguladı.
employe,"bir başkası hesabına ücret karşılığında çalışan kimse, çalışan, memur",isim,B2,,I'm one of your employees.,Ben çalışanlarınızdan biriyim.
employee,"işçi, eleman, çalışan",isim,B2,,I'm a bank employee.,Ben bir banka personeliyim.
employer,"işveren, patron, çalıştıran",isim,B2,,You should speak with your employer.,Patronunla konuşmalısın.
empower,"izin vermek, yetki vermek, güçlendirmek",isim,B2,,I want to empower the people.,İnsanları güçlendirmek istiyorum.
endanger,"tehlikeye atmak, zarar vermek, kayıp vermek",isim,B2,,It is an endangered species.,Nesli tükenmekte olan bir türdür.
endeavor,"çabalamak, gayret etmek, uğraşmak",isim,B2,,This is a worthwhile endeavor.,Bu değerli bir çaba.
engineer,"mühendis, mühendisliğini yapmak, planlayıp düzenlemek",isim,B2,,I'm not an engineer.,Ben bir mühendis değilim.
engineers,mühendisler,isim,B2,,We're looking for engineers.,Mühendis arıyoruz.
enhance,"arttırmak, yükseltmek, artırmak",isim,B2,"improve, boost, strengthen",Can we enhance the image?,Görüntüyü büyütebilir miyiz?
ensuring,sigortalama,isim,B2,,The investigation highlighted the critical role of ensuring.,Soruşturma sigortalama kavramının kritik rolünü vurguladı.
equipment,"teçhizat, araç gereç, donanım",isim,B2,,All equipment must be sanitized.,Tüm ekipmanlar dezenfekte edilmelidir.
europeans,avrupalılar,isim,B2,,Europeans like to drink wine.,Avrupalılar şarap içmek isterler.
evidence,"kanıt, delil, açığa vurmak",isim,B2,,I need to see evidence.,Kanıt görmem gerek.
evolution,"evrim, gelişim, arka arkaya gelme",isim,B2,,Do you believe in evolution?,Evrime inanıyor musun?
examining,"inceleme, soruşturma, tahkikat",isim,B2,,The police were examining their bags.,Polis onların çantalarını inceliyordu.
exchange,"takas etmek, değiş tokuş etmek, bozdurmak",isim,B2,,What do I get in exchange?,Karşılığında ne alırım?
existence,"mevcudiyet, varlık, varoluş",isim,B2,,We believe in the existence of God.,Biz Allah'ın varlığına inanıyoruz.
expansion,"genleşme, ilerleme, gelişme",isim,B2,,The investigation highlighted the critical role of expansion.,Soruşturma genleşme kavramının kritik rolünü vurguladı.
failure,"yapmayış, başarısızlık, arıza",isim,B2,,The party was a failure.,Parti bir fiyaskoydu.
falling,"düşüş, düşme, sukut",isim,B2,,Are you falling for me?,Bana âşık mısın?
figures,"eşkal, rakamsal veriler",isim,B2,,He added up the figures.,"O, rakamları topladı."
finding,"bulma, bulgu, keşfedilmiş şey",isim,B2,,Finding work wasn't easy.,İş bulmak kolay değildi.
findings,"araç gereç, bulgular, hükümler",isim,B2,,This study's findings were no surprise.,Bu çalışmanın ortaya koyduğu bulgular sürpriz olmadı.
fitness,"formda olma, uygun olma, bedenen formda olma",isim,B2,,No one doubts her fitness for the post.,Onun görev için uygunluğundan hiç kimsenin kuşkusu yok.
flowers,çiçekler,isim,B2,,Did you get my flowers?,Çiçeklerimi aldın mı?
forecast,"tahmin etmek, tahmin, forecast - forecast",isim,B2,,The weather forecast was right.,Hava durumu tahmini doğruydu.
formation,"oluşum, biçimlendirme, yapım",isim,B2,,The investigation highlighted the critical role of formation.,Soruşturma oluşum kavramının kritik rolünü vurguladı.
fostering,"besleme, gelişmesine yardım etme, teşvik etme",isim,B2,,The investigation highlighted the critical role of fostering.,Soruşturma besleme kavramının kritik rolünü vurguladı.
founding,"kuruluş, döküm, kurucu",isim,B2,,The investigation highlighted the critical role of founding.,Soruşturma kuruluş kavramının kritik rolünü vurguladı.
freezing,"donma, dondurma, çok soğuk",isim,B2,,It's freezing in here.,Burada hava çok soğuk.
function,"işlev, fonksiyon, fonksiyonunu yerine getirmek",isim,B2,,We can't function like this.,Böyle görev yapamayız.
functions,"fonksiyonlar, işlevler, fonksyionlar",isim,B2,,"When we are asleep, bodily functions slow down and body temperature falls.",Uyuduğumuzda vücut fonksiyonları yavaşlar ve vücut sıcaklığı düşer.
galaxies,gökadalar,isim,B2,,There are many galaxies in the universe.,Evrende bir sürü galaksi vardır.
gallery,"galeri, kemeraltı, lağım",isim,B2,,May I visit an art gallery?,Ben bir sanat galerisini ziyaret edebilir miyim?
gardeners,bahçıvanlar,isim,B2,,Several gardeners look after the azaleas in the park.,Bazı bahçıvanlar parkta açelyalara bakarlar.
gardens,bahçeler,isim,B2,,My father gardens on Sundays.,Babam Pazar günleri bahçe işleri yapar.
gasoline,"benzin, gazolin, yakıt",isim,B2,,Gasoline is used for fuel.,Benzin yakıt için kullanılır.
gathering,"toplanma, meclis, büzgü",isim,B2,,A crowd was gathering around him.,Onun etrafında bir kalabalık toplanıyordu.
genesis,"doğuş, oluş, başlangıç",isim,B2,,The investigation highlighted the critical role of genesis.,Soruşturma doğuş kavramının kritik rolünü vurguladı.
getting,"temin, edinme",isim,B2,,I'm getting a cat.,Bir kedi alıyorum.
glassies,bardakları ve kül tablalarını temizleyen kiş,isim,B2,,The investigation highlighted the critical role of glassies.,Soruşturma bardakları ve kül tablalarını temizleyen kiş kavramının kritik rolünü vurguladı.
goodness,"iyilik, ihsan, bir şeyin yararlı olan kısmı",isim,B2,,Thank goodness that's over.,Tanrıya şükür bitti.
gravity,"yer çekimi, ciddilik, ağırbaşlılık",isim,B2,,Gravity stresses the human body.,Yerçekimi insan vücuduna baskı yapıyor.
greater,"daha büyük, büyük",isim,B2,,Nothing would give me greater pleasure.,Hiçbir şey bana daha büyük bir zevk vermezdi.
hardship,"zorluk, güçlük, yokluk",isim,B2,,He had to go through a lot of hardships.,Bir sürü zorluklardan geçmesi gerekiyordu.
hardships,"hayatın zorlukları, şehir hayatının zorlukları, karşılaşılan zorluk",isim,B2,,He had to go through a lot of hardships.,Bir sürü zorluklardan geçmesi gerekiyordu.
harvest,"hasat, hasat zamanı, biçmek",isim,B2,,The rains ruined the harvest.,Yağmurlar ürünü harap etti.
headlamp,"far, ön far, pupa feneri",isim,B2,,The investigation highlighted the critical role of headlamp.,Soruşturma far kavramının kritik rolünü vurguladı.
headlight,"far, sonuçlanmak, pupa feneri",isim,B2,,The headlight doesn't work.,Far çalışmıyor.
heating,"ısınma, ısıtma, kızdırma",isim,B2,,I'm heating the room.,Odayı ısıtıyorum.
heritage,"miras, kalıtım, tereke",isim,B2,,You always tell me I should be proud of my heritage.,Bana her zaman mirasımla gurur duymam gerektiğini söylüyorsun.
hydration,"hidratlama, hidrasyon, hidratasyon",isim,B2,,The investigation highlighted the critical role of hydration.,Soruşturma hidratlama kavramının kritik rolünü vurguladı.
impacts,"olumsuz etkiler, havacılığın çevresel etkileri, mali olmayan nicel etkiler",isim,B2,,The investigation highlighted the critical role of impacts.,Soruşturma olumsuz etkiler kavramının kritik rolünü vurguladı.
implement,"uygulamak, hayata geçirmek, yürütmek",isim,B2,"apply, conduct, execute, carry out",These implements are in common use.,Bu araçlar ortak kullanımdadır.
improper,"uygun olmayan, yersiz, çirkin",isim,B2,,The investigation highlighted the critical role of improper.,Soruşturma uygun olmayan kavramının kritik rolünü vurguladı.
improving,"düzeltme, iyileştirme, geliştirme",isim,B2,,He is improving in health.,"O, sağlıkta gelişmektedir."
inclusion,"derç, içine alma, katılma",isim,B2,,The investigation highlighted the critical role of inclusion.,Soruşturma derç kavramının kritik rolünü vurguladı.
infants,"sübyan mektebi, sıbyan mektebi, çocuk kıyafeti",isim,B2,,We need more medical care for infants.,Bizim bebekler için daha fazla tıbbi bakıma ihtiyacımız var.
influence,"tesir etmek, etkilemek, etki altına almak",isim,B2,,He's a bad influence.,Onun kötü bir etkisi var.
injection,"püskürtme, enjekte, zerk",isim,B2,,The court condemned the man to death by lethal injection.,Mahkeme adamı öldürücü iğneyle ölüme mahkûm etti.
innocence,"masumluk, masum olma, günahsızlık",isim,B2,,She insisted on her innocence.,"O, masumiyeti konusunda ısrar etti."
innovator,"yenilikçi, yenilik yapan kimse, mucit",isim,B2,,The investigation highlighted the critical role of innovator.,Soruşturma yenilikçi kavramının kritik rolünü vurguladı.
insider,"içeriden biri, içerideki, iç yüzünü bilen kimse",isim,B2,,The investigation highlighted the critical role of insider.,Soruşturma içeriden biri kavramının kritik rolünü vurguladı.
insight,"içyüzünü anlama, anlayış, içgörü",isim,B2,knowledge,Thank you for your insight.,Anlayışınız için teşekkürler.
instinct,"içgüdü, iç güdü, yetenek",isim,B2,,She's acting on instinct.,"O, içgüdüyle hareket ediyor."
intensity,"yoğunluk, koyuluk, gerilim",isim,B2,,He was overwhelmed by the intensity of her love.,"O, onun sevgisinin yoğunluğuyla bunalmıştı."
interest,"ilgilendirmek, çıkar, faiz",isim,B2,,They don't interest me.,Onlar beni ilgilendirmiyor.
internet,"internet, ağlararası ağ, edalyan",isim,B2,,How do I access the Internet?,İnternete nasıl erişirim?
invention,"buluş, icat, düzen",isim,B2,,Paper is a Chinese invention.,Kağıt bir Çin icadıdır.
isolation,"izolasyon, tecrit, soyutlanma",isim,B2,,We shouldn't confuse solitude with isolation. They are two separate things.,Yalnızlık ile izole edilmeyi birbirine karıştırmamak gerek. Bunlar iki farklı şey.
jogging,"hafif koşu, jogging, koşu",isim,B2,,I don't like jogging.,Koşudan hoşlanmıyorum.
journey,"yolculuk, seyahat, yolculuk etmek",isim,B2,,It's a long journey.,Bu uzun bir yolculuk.
jumping,"atlama, sıçrama, sıçrayış",isim,B2,,Stop jumping on the bed.,Yatakta zıplamayı kes.
keeping,"geçindirme, bakım, koruma",isim,B2,,I'm keeping a secret.,Sır tutuyorum.
knowledge,"bilgi, ilim, bili",isim,B2,"information, wisdom, insight, awareness",I had no such knowledge.,Benim böyle bir bilgim yoktu.
laughter,"kahkaha, kahkahalar, hande",isim,B2,,We'll miss your laughter.,Biz kahkahanı özleyeceğiz.
leaders,liderler,isim,B2,,Germany's leaders were losing hope.,Almanya liderleri umudunu kaybediyordu.
learner,"acemi, öğrenici, öğrenci",isim,B2,,I'm a fast learner.,Ben hızlı bir öğreniciyim.
learning,"öğrenme, öğrenim, ilim",isim,B2,,I'm learning a lot.,Çok şey öğreniyorum.
leather,"deri, kayışla dövmek, deri ile donatmak",isim,B2,,It's made of leather.,O deriden yapılmış.
leaving,"ayrılma, terketme, terk",isim,B2,,I'll be leaving now.,Şimdi gitmek üzereyim.
lecture,"ders anlatmak, konferans vermek, uzun öğüt",isim,B2,,I don't need a lecture.,Bir derse ihtiyacım yok.
leisure,"boş vakit, işsizlik, dinlence",isim,B2,,You can do it at your leisure.,Onu boş zamanınızda yapabilirsiniz.
lifestyle,"yaşam tarzı, yaşam stili, yaşam biçimi",isim,B2,,Do you live a healthy lifestyle?,Sağlıklı bir yaşam tarzı yaşıyor musunuz?
listener,"dinleyici, dinleyen",isim,B2,,I'm a good listener.,Ben iyi bir dinleyiciyim.
listening,"dinleme, dinleyiş, dinleyen",isim,B2,,I'm listening to you.,Seni dinliyorum.
location,"yer, konum, iskan",isim,B2,,This is an amazing location.,Bu inanılmaz bir yer.
looking,"bakış, görünme, bakma",isim,B2,,He's looking at me.,O bana bakıyor.
lowering,"tezellül, alçaltma, indirme",isim,B2,,Are you taking a cholesterol-lowering medication?,Kolestrol düşürücü bir ilaç alıyor musun?
lullabies,ninni,isim,B2,,The investigation highlighted the critical role of lullabies.,Soruşturma ninni kavramının kritik rolünü vurguladı.
magician,"sihirbaz, büyücü, gözbağcı",isim,B2,,I'm not a magician.,Ben sihirbaz değilim.
manager,"menajer, idareci, yönetici",isim,B2,,I'm not the manager.,Ben yönetici değilim.
mankind,"insanlık, erkekler, insan soyu",isim,B2,,I fear for the future of mankind.,Ben insanlığın geleceği için korkuyorum.
materials,"malzemeler, materyaller, bez",isim,B2,,We got all the materials together.,Bütün malzemeleri toparladık.
matters,umur,isim,B2,,That's all that matters.,İşte bütün mesele budur.
measure,"ölçmek, önlem, ölçü",isim,B2,,I didn't measure it.,Onu ölçmedim.
measures,"had, miktar, önlem",isim,B2,,Such measures were not necessary.,Böylesine önlemler gerekli değildi.
measuring,"değer biçme, ölçüm, ölçü",isim,B2,,The carpenter is measuring the floor.,Marangoz döşemeyi ölçüyor.
melodies,"melodi, terane, nağme",isim,B2,,The investigation highlighted the critical role of melodies.,Soruşturma melodi kavramının kritik rolünü vurguladı.
melting,"ergime, eritme, eri",isim,B2,,The ice cream is melting.,Dondurma eriyor.
members,üyeler,isim,B2,,Who are the voting members?,Oy veren üyeler kimler?
methods,yöntemler,isim,B2,,Tom's methods were unorthodox.,Tom'un yöntemleri alışılmışın dışındaydı.
mission,"vazife, misyon, görev",isim,B2,,We're on a mission.,Biz bir görevdeyiz.
modernist,"yenilikçi, modernist",isim,B2,,The investigation highlighted the critical role of modernist.,Soruşturma yenilikçi kavramının kritik rolünü vurguladı.
monitor,"izlemek, gözlemek, monitör",isim,B2,,Parents should monitor their children's activities.,"Anne babalar, çocuklarının etkinliklerini izlemelidirler."
morning,"sabah, sabah vakti, başlama",isim,B2,,I had a busy morning.,Yoğun bir sabah geçirdim.
mortality,"ölümlülük, fanilik, ölüm oranı",isim,B2,,The mortality rate has fallen.,Ölüm oranı düştü.
mosquito,"sivrisinek, moskuito",isim,B2,,A mosquito just bit me.,Bir sivrisinek az önce beni ısırdı.
movement,"hareket, gidiş, saatin parçaları",isim,B2,,He was the leader of the movement.,"O, hareketin lideriydi."
murderer,"katil, kıyacı, cani",isim,B2,,I'm not a murderer.,Ben bir katil değilim.
musicians,"çalgıcılar, müzisyenler",isim,B2,,Aren't you two musicians?,Siz ikiniz müzisyen değil misiniz?
mutation,"mutasyon, dönüşme, değişim",isim,B2,,The investigation highlighted the critical role of mutation.,Soruşturma mutasyon kavramının kritik rolünü vurguladı.
mystery,"sır, esrar, gizem",isim,B2,,It's still a mystery.,Hâlâ gizemini koruyor.
