Kelime,Türkçe Anlamı,Tür,Seviye,Eş Anlamlılar,Örnek Cümle (İngilizce),Örnek Cümle (Türkçe)
ear,"kulak, başaklanmak, başak",isim,A1,,I'm deaf in one ear.,Bir kulağım sağır.
earth,"kara, yeryüzü, zemin",isim,A1,,Earth is a planet.,Dünya bir gezegendir.
easy,"rahat, kolay, basit",sıfat,A1,,It's so easy.,O çok kolay.
eat,"yemek yemek, yemek, ate - eaten",fiil,A1,,I can't eat.,Yemek yiyemiyorum.
eight,"sekiz, ambar, sekiz rakamı",isim,A1,,It's eight-thirty.,Saat sekiz buçuk.
everybody,"cümle alem, dost düşman, herkes",zamir,B2,,Everybody's in bed.,Herkes yatıyor.
everyone,"herkes, elalem, el alem",zamir,B2,,I can see everyone.,Herkesi görebiliyorum.
face,"yüzleşmek, yüz yüze gelmek, yönelmek",isim,A1,,I made a face.,Ben somurttum.
father,"papaz, peder, baba",isim,A1,,I'm a father.,Ben bir babayım.
film,"film, zar vb kaplamak, filme almak",isim,A1,,Tom is a film buff.,Tom bir film düşkünü.
flat,"düz yüzey, daire, yassı",sıfat,A1,,Isn't it flat?,O düz değil mi?
floor,"yeri kaplamak, kat, yer",isim,A1,,I swept the floor.,Zemini süpürdüm.
food,"besin, yiyecek, gıda",isim,A1,,I have no food.,Benim hiç yiyeceğim yok.
foot,"ayak, gitmek, hesaplamak",isim,A1,,I came on foot.,Yaya geldim.
friend,"ahbap, arkadaş, dost",isim,A1,,I'm a friend.,Ben bir dostum.
garden,"bahçe, çiçeklerle uğraşmak, bahçede çalışmak",isim,A1,,I am in the garden.,Bahçedeyim.
gardener,"bahçıvan, bahçeci, bağban",isim,A1,,I'm a gardener.,Ben bir bahçıvanım.
green,"yeşil, yeşermek, yeşile boyamak",sıfat,A1,,I like green tea.,Yeşil çayı seviyorum.
hand,"el, yakalamak, uzatmak",isim,A1,,Hand it to me.,Onu bana ver.
he,"eril o, o, kendileri",zamir,B1,,He's a DJ.,O bir DJ'dir.
heavy,"ağır, ağır çekmek, fedai",sıfat,A1,,It isn't heavy.,Bu ağır değil.
help,"yardım etmek, yardım, muavenet etmek",isim,A1,,I can't help.,Yardım edemem.
her,"ona, dişil onu, ondan",zamir,B1,,I took to her.,Ondan hoşlandım.
him,"ona, onu",zamir,B1,,I let him go.,Onun gitmesine izin veriyorum.
holiday,"bayram, tatil, tatil yapmak",isim,A1,,I'm on holiday.,Tatildeyim.
home,"ev, yerleştirmek, yuvasına dönmek",isim,A1,,I'm at home.,Ben evdeyim.
house,"ev, konut, kendi evine almak",isim,A1,,I own a house.,Bir evim var.
i,"ben, ingiliz alfabesinin dokuzuncu harfi, romen rakamları dizisinde 1 sayısı",zamir,B1,,I'm a DJ.,Ben bir DJ'im.
it,"ona, ilişki, ebe",zamir,B1,,I'd do it.,Ben yapardım.
jacket,"ceket, kaplamak, kap",isim,A1,,Put on a jacket.,Bir ceket giy.
job,"görev, iş, ufak tefek işler yapmak",isim,A1,,I got a job.,Benim bir işim var.
kitchen,"mutfak, kuzine, nevale",isim,A1,,I'm in the kitchen.,Mutfaktayım.
knife,"bıçak, kesmek, arkadan vurmak",isim,A1,,I need a knife.,Bir bıçağa ihtiyacım var.
lamp,"ampul, lamba, aydınlatmak",isim,A1,,I need a lamp.,Bir lambaya ihtiyacım var.
letter,"mektup, harf, basmak",isim,A1,,I read a letter.,Bir mektup okuyorum.
light,"aydınlık, nur, ışık",fiil,A1,,I see a light.,Ben bir ışık görüyorum.
live,"yaşamak, naklen, oturmak",sıfat,A1,,I want to live.,Ben yaşamak istiyorum.
man,"insan, adam, erkek",isim,A1,,I'm a man.,Ben bir erkeğim.
market,"çarşı, pazar, piyasa",isim,A1,,The market is big.,Market büyüktür.
me,"ben, mi, beni",zamir,B1,,It's on me.,Ben ödeyeceğim.
meal,"öğün, yemek, sofra",isim,A1,,I had a nice meal.,Güzel bir yemek yedim.
minute,"dakika, zabıt tutmak, tutanak tutmak",sıfat,A1,,I have a minute.,Bir dakikam var.
month,"ay, yılın on iki bölümünden her biri",isim,A1,,I waited a month.,Bir ay bekledim.
moon,"ay, dalıp kendi hayalleriyle başbaşa kalmak, dalgın dalgın dolaşmak",isim,A1,,The moon is out.,Ay doğuyor.
mouse,"fare, fare avlamak, fare tutmak",isim,A1,,I saw a mouse!,Bir fare gördüm!
music,"müzik, ahenk, nağme",sıfat,A1,,I hate all music.,Tüm müziklerden nefret ediyorum.
musician,"müzisyen, şarkıcı, çalgıcı",isim,A1,,I'm a musician.,Ben bir müzisyenim.
night,"gece, gecelemek, gece geçirmek",isim,A1,,I work at night.,Ben geceleri çalışırım.
nine,"dokuz, dokuzu, 9",isim,A1,,I'm on cloud nine.,İçim içime sığmıyor.
nobody,"hiç kimse, bir hiç, hiç",zamir,B1,,You're a nobody.,Sen bir hiçsin.
open,"açılmak, açmak, açık",fiil,A1,,I'll open it.,Onu açacağım.
paint,"boyamak, boya, portresini yapmak",isim,A1,,I can't paint.,Boyayamam.
park,"park etmek, park, park yapmak",isim,A1,,Go to the park.,Parka gidin.
party,"taraf, parti, kutlamak",isim,A1,,I like to party.,Parti yapmayı severim.
person,"kişi, şahıs, kimse",isim,A1,,You're a person.,Sen bir insansın.
picture,"resim, resmetmek, yansıtmak",isim,A1,,I took a picture.,Bir resim çektim.
place,"koymak, oturtmak, yerleştirmek",isim,A1,,Are you in place?,Evde misin?
plane,"düzlemek, düz, düzlem",isim,A1,,I saw a plane.,Ben bir uçak gördüm.
plate,"plaka, tabak, levha",fiil,A1,,Where's my plate?,Tabağım nerede?
play,"oynamak, çalmak, piyes",isim,A1,,Let's not play.,Oynamayalım.
police,"polis, inzibat altına almak, güvenliği sağlamak",fiil,A1,,I trust the police.,Polise güveniyorum.
poor,"kötü, fakir, zavallı",sıfat,A1,,I'm very poor.,Çok fakirim.
rain,"yağmur yağmak, yağmur, yağmur gibi yağdırmak",isim,A1,,I hate the rain.,Yağmurdan nefret ediyorum.
rich,"zengin, varsıl, bol bol",sıfat,A1,,I'm not rich.,Zengin değilim.
river,"nehir, akış, akarsu",isim,A1,,Is this a river?,Bu bir nehir mi?
road,"yol, uyulan ilke, bir amaca ulaşmak için başvurulması gereken yöntem",isim,A1,,I'm on the road.,Ben yoldayım.
room,"oda, oturmak, kalmak",isim,A1,,I need a room.,Bir odaya ihtiyacım var.
run,"çalıştırmak, işletmek, koşmak",fiil,A1,,I run a lot.,Çok koşarım.
school,"mektep, okul, yetiştirmek",isim,A1,,I'm at school.,Ben okuldayım.
see,"görmek, bakmak, saw - seen",fiil,A1,,I can't see.,Göremiyorum.
she,"dişi hayvan, dişi, kadın",zamir,B1,,She's a dog.,O kadın çirkin bir kadın.
ship,"gemi, kürekleri içeri almak, mal yüklemek",fiil,A1,,It's my ship.,O benim gemim.
sing,"söylemek, ötmek, şarkı söylemek",fiil,A1,,I can't sing.,Şarkı söyleyemem.
six,"şeş, altı rakamı, altı",isim,A1,,We eat at six.,Altıda yeriz.
sky,"gök, gökyüzü, yükseğe atmak",isim,A1,,Look at the sky.,Gökyüzüne bak.
sleep,"uyumak, uyku, slept - slept",isim,A1,,I can't sleep.,Uyuyamıyorum.
small,"az, küçük, ufak",sıfat,A1,,It's too small.,Bu çok küçük.
snow,"kar, yağmak, karla kaplamak",isim,A1,,Do you like snow?,Kar sever misin?
somebody,"biri, birisi, şahsiyet",zamir,B2,,I'm with somebody.,Ben biriyle beraberim.
someone,"birisi, kimse, bir kimse",zamir,B2,,I've met someone.,Biriyle tanıştım.
soup,"çorba, nitrogliserin, yoğun sis",isim,A1,,How is the soup?,Çorba nasıl?
station,"terminal, istasyon, görevlendirmek",isim,A1,,What station is it?,Bu hangi istasyon?
street,"cadde, sokak, mahalle",isim,A1,,Go up the street.,Sokağa çık.
student,"öğrenci, talebe, mektepli",isim,A1,,I'm a student.,Ben bir öğrenciyim.
study,"incelemek, çalışmak, çalışma",isim,A1,,I didn't study.,Çalışmadım.
sugar,"şeker, kompliman yapmak, şeker katmak",isim,A1,,I'm out of sugar.,Şekerim bitti.
sun,"güneş, güneşte bırakmak, güneşlenmek",isim,A1,,Is the sun up?,Güneş doğdu mu?
table,"masa, tablo, sofra",sıfat,A1,,I have a table.,Bir tablom var.
tasty,"lezzetli, çeşnili, tatlı",sıfat,A1,,The cake is tasty.,Kek lezzetlidir.
tea,"çay, çeşitli bitkilerin demlenmesinden elde edilen içeceklerin tümü, çay servis edilen parti ve eğlence",isim,A1,,I'll make tea.,Çay yapacağım.
teacher,"öğretmen, hoca, muallim",isim,A1,,I'm a teacher.,Ben bir öğretmenim.
them,"onlara, onları",zamir,B1,,I let them go.,Onların gitmesine izin verdim.
they,"bunlar, onlar, kendileri",zamir,B1,,They'll be OK.,Onlar iyi olacaklar.
three,"iskambilde üçlü, üç rakamı, se",isim,A1,,Can I have three?,Üç tane alabilir miyim?
time,"kez, kere, müddet",isim,A1,,I'm on time.,Zamanında geldim.
town,"şehir, kasaba, şehir merkezi",isim,A1,,We're in town.,Kasabadayız.
travel,"gezmek, seyahat etmek, yolculuk etmek",fiil,A1,,I travel a lot.,Ben çok seyahat ederim.
tree,"ağaç, ağaca çıkarmak, ağaçlarla örtmek",isim,A1,,That's a tree.,O bir ağaç.
trip,"seyahat, yolculuk, gezi",fiil,A1,,Have a good trip.,İyi yolculuklar.
two,"iki, iskambilde ikili, iki rakamı",isim,A1,,I can buy two.,İki tane alabilirim.
us,"biz, abd, bizi",zamir,B1,,It's for us.,O bizim için.
village,"köy, köy halkı, şehir ve kasabalardan küçük ama kalıcı yerleşim birimi",isim,A1,,I hate this village.,Bu köyden nefret ediyorum.
walk,"yürümek, dolaşmak, yürüyerek gitmek",fiil,A1,,I can't walk.,Yürüyemiyorum.
warm,"ısıtmak, ısınmak, ılık",sıfat,A1,,It's still warm.,Hava hâlâ ılık.
wash,"yıkanmak, aşındırmak, yıkamak",isim,A1,,I'll wash dishes.,Bulaşıkları yıkayacağım.
watch,"seyretmek, gözlemek, izlemek",isim,A1,,I can't watch.,İzleyemiyorum.
water,"sulamak, su, hafifletmek",isim,A1,,Let me add water.,Su ilave edeyim.
we,biz,zamir,B1,,We can't go.,Gidemeyiz.
week,"hafta, ardışık yedi günlük süre",isim,A1,,I need a week.,Bir haftaya ihtiyacım var.
white,"beyaz, ak, solgun",sıfat,A1,,It's all white.,O tamamen beyaz.
wife,"kocanın eşi, hanım, karı",isim,A1,,I have a wife.,Bir karım var.
window,"pencere, camekan, vitrin",isim,A1,,I opened a window.,Ben bir pencere açtım.
woman,"kadın, hanım, karı",isim,A1,,I see a woman.,Bir kadın görüyorum.
women,"kadınlar, kadın milleti",isim,A1,,We're old women.,Yaşlı kadınlarız.
work,"çalışmak, işe yaramak, iş yapmak",fiil,A1,,I'm at work.,İşteyim.
world,"alem, dünya, evren",isim,A1,,It's a big world.,Bu büyük bir dünya.
write,"yazmak, wrote - written, kaydetmek",fiil,A1,,I can't write.,Yazamıyorum.
writer,"yazar, müellif, muharrir",isim,A1,,I'm a writer.,Ben bir yazarım.
year,"yıl, sene, ihtiyarlık",isim,A1,,I go every year.,Ben her yıl giderim.
you,"siz, sen, seni",zamir,B1,,I'm not you.,Ben sen değilim.
yummy,"lezzetli, nefis, harika",sıfat,A1,,It was so yummy.,O çok harikaydı.
