Kelime,Türkçe Anlamı,Tür,Seviye,Eş Anlamlılar,Örnek Cümle (İngilizce),Örnek Cümle (Türkçe)
amusement,"eğlendiren oyun veya uğraş, oyalanma, eğlenme",isim,B2,,Tom went to an amusement park.,Tom bir eğlence parkına gitti.
an,"bir, hollanda antilleri, anabatik rüzgar",isim,B1,,I got an A.,Bir A aldım.
analysis,"çözümleme, analiz, tahlil",isim,B2,,I want your analysis.,Analizini istiyorum.
analyst,"çözümlemeci, analist, araştırmacı",isim,B2,"researcher, scientist, examiner",Tom is a data analyst.,Tom bir veri analistidir.
anomalies,"anormallikler, aykırılıklar, kural dışı durumlar",isim,B2,,The study highlighted the profound impact of anomalies.,Çalışma anormallikler kavramının derin etkisini vurguladı.
answer,"yanıt vermek, cevaplamak, cevap vermek",isim,B1,,I got no answer.,Hiçbir cevap almadım.
antibodies,antikorlar,isim,C1,,Antibodies fight off infections and viruses.,Antikorlar enfeksiyonları ve virüsleri defeder.
anxiety,"endişe, kaygı, tasa",isim,B2,,Tom had an anxiety attack.,Tom bir endişe nöbeti yaşadı.
appearance,"dış görünüş, görünüm, görünüş",isim,C1,,His appearance deceived me.,Görünüşüne aldandım.
appliance,"cihaz, gereç, aygıt",isim,B2,,I'm appliance shopping.,Cihaz alışverişi yapıyorum.
application,"tatbik, uygulama, başvuru",isim,C1,,Fill out the application.,Başvuru formunu doldurun.
applications,uygulamalar,isim,C1,,Applications are due by Monday.,Başvurular için süre sonu pazartesi.
applying,uygulanıyor,isim,B2,,I'm applying for a job.,Bir iş başvurusu yapıyorum.
approach,"yanaşmak, yaklaşmak, yaklaşım",isim,B2,,That's our approach.,Bu bizim yaklaşımımız.
apps,"apps denetimi, istemci uygulamaları",isim,B1,,I have dozens of apps on my phone that I seldom use.,"Telefonumda, nadiren kullandığım düzinelerce uygulamam var."
architect,"mimar, yapmak, planlamak",isim,B2,,Tom is an architect.,Tom bir mimar.
architects,mimarlar,isim,C1,,The study highlighted the profound impact of architects.,Çalışma mimarlar kavramının derin etkisini vurguladı.
are,"ar, 100 metrekare'ye eşit alan ölçüsü birimi, yüz metrekare, ar",isim,B1,,Are you a cop?,Sen bir polis misin?
areas,"alanları doldurmak, koruma alanları, sağlık hizmetleri alanı",isim,B1,,Large areas were deforested.,Geniş alanlar ormansızlaştı.
argument,"argüman, tartışma, sav",isim,B2,,I won the argument.,Tartışmayı kazandım.
aries,"koç, koç burcu, balık ve boğa takımyıldızları arasında yer alan koç takımyıldızı",isim,B1,,I'm an Aries.,Koç burcuyum.
arms,"koyun, kucak, silahlar",isim,B1,,Tom's arms ached.,Tom'un kolları ağrıyordu.
arteries,arterler,isim,B2,,Tom has clogged arteries.,Tom atardamarları tıkadı.
artist,"artist, sanatkar, sanatçı",isim,B1,,I'm an artist.,Ben bir sanatçıyım.
artists,sanatçılar,isim,B2,,They're both artists.,Onların ikisi de sanatçı.
aside,"bertaraf, ayrı, bir kenara",isim,B1,,I took him aside.,Onu bir kenara aldım.
aspect,"hal, taraf, yön",isim,B1,,I love every aspect of the game.,Oyunun her yönünü seviyorum.
assessing,"değerleme, değerlendirme",isim,B2,,We're now assessing the situation.,Biz şimdi durumu değerlendiriyoruz.
assist,"yardım etmek, asistanlık yapmak, asiste etmek",isim,B1,,I'll assist Tom.,Tom'a yardım sağlayacağım.
assortment,"karışım, ayırma, çeşitlilik",isim,C1,,The study highlighted the profound impact of assortment.,Çalışma karışım kavramının derin etkisini vurguladı.
astronomers,astronomlar,isim,C1,,Ancient astronomers noticed constellations and gave them names.,Eski astronomlar takımyıldızları fark ettiler ve onlara isimler verdiler.
astrophysics,"gökfiziği, astrofizik, gök fiziği",isim,C1,,The study highlighted the profound impact of astrophysics.,Çalışma gökfiziği kavramının derin etkisini vurguladı.
athletes,"atletler, sporcular",isim,B2,,Some athletes sweat more than others.,Bazı sporcular diğerlerinden daha fazla terler.
atmosphere,"atmosfer, havayuvarı, gazyuvarı",isim,C1,,The moon has no atmosphere.,Ay'ın atmosferi yoktur.
attempting,"girişimde bulunma, yeltenme, kalkışma",isim,C1,,I'm attempting to win here.,Burada kazanmaya çalışıyorum.
attempts,"bir çok girişim, çok sayıda girişim, çevirme denemeleri",isim,B2,,All our attempts failed.,Tüm girişimlerimiz başarısız oldu.
attention,"özen, ilgilenme, ilgi",isim,B2,,Get Tom's attention.,Tom'un dikkatini çek.
attitude,"tutum, tavır, duruş",isim,B2,,I like his attitude.,Onun davranışını seviyorum.
attitudes,"tutumlar, bir eşya, mal veya fikre karşı uzun süreli duygu, düşünce ve tepki",isim,B2,,Attitudes sure have changed.,Davranışlar kesinlikle değişti.
audience,"izleyiciler veya dinleyiciler topluluğu, seyirci, izleyici",isim,B2,,We have an audience.,Bizim bir kitlemiz var.
audiences,seyirciler,isim,B2,,Tom really does detest giving speeches in front of large audiences.,Tom geniş kitlenin önünde konuşma yapmaktan hoşlanmaz.
author,"yazar, yazmak, yazarı olmak",isim,B1,,He's an author.,O bir yazar.
authorities,"yetkililer, makam ve merci, resmi merciler",isim,C1,,Tom alerted the authorities.,Tom yetkilileri uyardı.
authority,"yetki, otorite, bilirkişi",isim,B2,,Tom has no authority.,Tom'un hiçbir yetkisi yok.
authors,yazarlar,isim,B2,,He is one of Spain's most famous authors.,"O, İspanya'nın en ünlü yazarlarından biridir."
automobile,"otomobil, otomobilde seyahat etmek, araba",isim,C1,,An automobile ran over him.,Bir otomobil onu ezdi.
average,"ortalama, ortalamasını bulmak, belirli bir miktar tüketmek",isim,B2,,My marks were average.,Notlarım ortalamaydı.
awareness,"farkındalık, bilinçlenme, farkında olma",isim,B2,knowledge,Developing political awareness takes time.,Siyasi farkındalık edinmek zaman alır.
ax,"balta, kovmak, azaltmak",isim,B1,,I got the ax.,Baltayı aldım.
axe,"balta, kısmak, azaltmak",isim,B1,,She always has some axe to grind.,Onun her zaman bir şikâyeti vardır.
background,"arka plan, fon, ardyöre",isim,C1,,I'll stay in the background.,Ben arka planda kalacağım.
backgrounds,"şeffaf zemin, web arka planları",isim,C1,,I want to meet people from all types of backgrounds.,Her türlü kökenden insanlarla tanışmak istiyorum.
balance,"dengede tutmak, dengelemek, bakiye",isim,B2,,He lost his balance.,O dengesini kaybetti.
banks,"bankalar, alabama eyaletinde şehir",isim,B1,,I don't trust banks.,Bankalara güvenmiyorum.
barrage,"yoğun yaylım ateşi, yaylım ateşi, baraj",isim,B2,,The study highlighted the profound impact of barrage.,Çalışma yoğun yaylım ateşi kavramının derin etkisini vurguladı.
barrier,"set, bariyer, aperitif",isim,B2,,High tariffs have become a barrier to international trade.,Yüksek tarifeler uluslararası ticaret için bir engel haline gelmiştir.
barriers,"engeller, radyasyon emen bariyerler",isim,B2,,We must work hard to break down social barriers.,Bizim sosyal engelleri yıkmak için çok çalışmamız gerekmektedir.
barter,"takas, takas yapmak, değiş tokuş etmek",isim,B1,,The study highlighted the profound impact of barter.,Çalışma takas kavramının derin etkisini vurguladı.
base,"dayandırmak, üs, baz",isim,B1,,I stole a base.,Bir kale kaptım.
battle,"savaş, muharebe, dövüşmek",isim,B1,,We won the battle.,Biz savaşı kazandık.
bears,"bu söylediğimi doğruluyor, tekrar söylemeye değer, tekrar söylemekte fayda var",isim,B1,,I am afraid of bears.,Ayılardan korkarım.
becomes,"boynuz kulağı geçer, ava giden avlanır, boynuz kulağı geçermiş",isim,B2,,That hat becomes you.,Bu şapka üzerinde iyi durdu.
behavior,"davranış, hareket tarzı, tutum",isim,B2,,Tom's behavior was bad.,Tom'un davranışı kötüydü.
behaviors,davranışlar,isim,B2,,The study highlighted the profound impact of behaviors.,Çalışma davranışlar kavramının derin etkisini vurguladı.
being,"yapı, vücut, tanrı",isim,B1,,I'm being sued.,Dava ediliyorum.
belonging,"eşya, aidiyet, ait olma",isim,B2,,He lost all his belongings.,"O, bütün eşyalarını kaybetti."
belongings,"ayniyat, özel eşya, kişisel eşyalar",isim,C1,,He lost all his belongings.,"O, bütün eşyalarını kaybetti."
benefit,"yararlanmak, menfaat, çıkar",isim,B2,,This is for your benefit.,Bu senin menfaatin için.
benefiting,"asılanma, yararlanma",isim,C1,,The study highlighted the profound impact of benefiting.,Çalışma asılanma kavramının derin etkisini vurguladı.
better,"daha iyi, iyileştirmek, ıslah etmek",isim,B1,,I'd better go.,Gitsem iyi olur.
bias,"önyargı, aklını çelmek, bir tarafa etki etmek",isim,B1,,Cut the cloth on the bias.,Kumaşı diyagonal kesin.
bigger,"daha büyük, büyük",isim,B1,,That hat is bigger.,O şapka daha büyük.
bike,"bisiklete binmek, bisiklet, bisiklet sürmek",isim,B1,,I have a bike.,Bir bisikletim var.
billion,"milyar, bilyon",isim,B2,,A billion adults are illiterate.,Bir milyar yetişkin okuma yazma bilmemektedir.
biologists,"dirimbilimci, yaşambilimci, biyolog",isim,C1,,Biologists released some turtles into the sea.,Biyologlar bazı kaplumbağaları denize bıraktılar.
blamelessness,"suçsuzluk, kusursuzluk, masumluk",isim,C1,,The study highlighted the profound impact of blamelessness.,Çalışma suçsuzluk kavramının derin etkisini vurguladı.
blood,"kan, akrabalık, asalet",isim,B1,,It's not blood.,Bu kan değil.
boats,"köprüleri atmak, kayıklar ve kayıkçılık, bir ulusun refahı herkese yarar sağlar",isim,B1,,We have two boats.,İki teknemiz var.
books,"kitaplar, kayıtlar",isim,B1,,I have few books.,Birkaç kitabım var.
border,"hudut, kenarlık, kenar",isim,B1,,The border is closed.,Sınır kapalıdır.
bore,"bunaltmak, delmek, sıkmak",isim,B1,,Don't be a bore.,Sıkma insanı.
boring,"bıktırıcı, bıktıran, sıkıcı",isim,B1,,It's so boring.,Çok sıkıcı.
bounce,"sektirmek, zıplamak, sekmek",isim,B1,,You'll bounce back.,Sen iyileşeceksin.
boundary,"sınır, had, hudut",isim,B2,,There is a fence marking the boundary between our yard and the neighbor's.,Bizim ve komşunun avlusu arasındaki sınırı işaretlemek için bir çit vardır.
bowl,"tas, çanak, kase",isim,B1,,Tom likes to bowl.,Tom bovling oynamayı sever.
brain,"beyin, kafasına ağır bir darbe indirmek, kafa yarmak",isim,B1,,My brain is full.,Beynim dolu.
branch,"dallanmak, şube, dal",isim,B1,,Tom is branch manager.,Tom şube müdürü.
breakthrough,"ilerleme, atılım, buluş",isim,C1,,This is a real breakthrough.,Bu gerçek bir atılım.
breast,"meme, göğüs, göğüs germek",isim,B1,,Breast cancer is a disease.,Meme kanseri bir hastalıktır.
bridge,"köprü, köprü kurmak, köprü yapmak",isim,B1,,Is the bridge safe?,Köprü güvenli mi?
bridges,köprüler,isim,B2,,I'm burning my bridges.,Köprüleri yakıyorum.
bringing,"getirmek, getiri, getiren",isim,B2,,I'm bringing wine.,Ben şarap getiriyorum.
buddy,"ahbap, kanka, kafadar",isim,B1,,Tom is my buddy.,Tom benim arkadaşım.
building,"inşaat, bina, yapma",isim,B2,,I own this building.,Bu bina bana ait.
buildings,"site, inşaat, yapılar",isim,B2,,Both buildings burned down.,Her iki bina da yandı.
businesses,"aile işletmeleri, emlak işleri, işlerin çoğunun fiziksel temsilciler vasıtası ile fiziksel ürünler satarak gerçekleştirildiği eski ve geleneksel ticaret yöntemi",isim,C1,,Many businesses closed down.,Çok sayıda işletme kapandı.
cabin,"kabin, tahdit etmek, küçük bir yere kapamak",isim,B1,,Is this our cabin?,Bu bizim kabin mi?
cake,"kek, pasta, katılaşmak",isim,B1,,I want a cake.,Bir pasta istiyorum.
cal,"kilokalori, kalsiyum hidroksit, cal",isim,B1,,The study highlighted the profound impact of cal.,Çalışma kilokalori kavramının derin etkisini vurguladı.
cameras,kameralar,isim,B2,,I have two cameras.,İki kameram var.
can,"olabilmek, kovmak, konservelemek",isim,B1,,I can't go.,Ben gidemiyorum.
cancer,"kanser, yengeç burcu, kötü şey",isim,B1,,I'm a Cancer.,Yengeç burcuyum.
cap,"başlık, kapak, kep",isim,B1,,Put on your cap.,Şapkanı giy.
capabilities,yetenekler,isim,C1,,The study highlighted the profound impact of capabilities.,Çalışma yetenekler kavramının derin etkisini vurguladı.
capability,"kabiliyet, iktidar, yararlılık",isim,C1,,The study highlighted the profound impact of capability.,Çalışma kabiliyet kavramının derin etkisini vurguladı.
capacity,"kapasite, iktidar, yeterlik",isim,B2,,The bus was filled to capacity.,Otobüs tam kapasite doluydu.
capillaries,kılcal damarlar,isim,C1,,The study highlighted the profound impact of capillaries.,Çalışma kılcal damarlar kavramının derin etkisini vurguladı.
capillary,"ince boru, kılcal damar, kılla ilgili",isim,B2,,The study highlighted the profound impact of capillary.,Çalışma ince boru kavramının derin etkisini vurguladı.
carbs,karbonhidrat,isim,B1,,The study highlighted the profound impact of carbs.,Çalışma karbonhidrat kavramının derin etkisini vurguladı.
care,"önem vermek, aldırmak, umursamak",isim,B1,,I don't care.,Umurumda değil.
carrying,"taşıma, nakliye, taşımacılık",isim,B2,,I'm carrying plates.,Tabak taşıyorum.
cars,arabalar,isim,B1,,I have two cars.,İki arabam var.
case,"dava, kasa, kılıf",isim,B1,,This is the case.,Durum budur.
cases,"davalar, vakalar, vukuat",isim,B1,,What's in those cases?,Şu kutularda ne var?
cat's,"kedi, tehlikeli işi üzerine almak, sırıtmak",isim,B1,,The study highlighted the profound impact of cat's.,Çalışma kedi kavramının derin etkisini vurguladı.
cause,"sebebiyet vermek, sebep olmak, yol açmak",isim,B1,,What's the cause?,Neden nedir?
cavity,"çukur, delik, kavite",isim,B1,,I have a cavity.,Bir diş çukurum var.
center,"ortalamak, merkez, ortaya yerleştirmek",isim,B1,,He works in a call center.,O bir çağrı merkezinde çalışır.
centuries,yüzyıllar,isim,B2,,This cathedral was built more than four centuries ago.,"Bu katedral, dört yüzyıldan fazla süre önce inşa edilmiş."
century,"asır, yüzyıl, 100'ün üzerindeki skor/sayı/100'lük seri",isim,B2,,I'm over a half century old.,Yarım asrı geçtim.
ch,"isviçre:ch, ch-4 yağ sınıfı, reform kilisesi",isim,B1,,The study highlighted the profound impact of ch.,Çalışma isviçre:ch kavramının derin etkisini vurguladı.
challenges,zorluklar,isim,C1,,We face many challenges.,Biz birçok zorluklarla karşı karşıyayız.
chance,"olanak, ihtimal, şans",isim,B1,,I'll chance it.,Bunu göze alacağım.
change,"değişmek, değiştirmek, değişiklik",isim,B1,,I'll change it.,Onu değiştireceğim.
characterization,"niteleme, nitelendirme, nitelendirilme",isim,C1,,The study highlighted the profound impact of characterization.,Çalışma niteleme kavramının derin etkisini vurguladı.
charge,"yüklemek, suçlamak, şarj etmek",isim,B1,,I'm in charge.,Sorumluyum.
charm,"albeni, cazibe, çekicilik",isim,B1,,It worked like a charm.,Çok işe yaradı.
cheer,"neşelendirmek, neşe, şenlendirmek",isim,B1,,It'll cheer you up.,Seni neşelendirecek.
chefs,"herkes patron, herkes patron kesilmiş, bir işe elli kişi karışırsa …",isim,B1,,The study highlighted the profound impact of chefs.,Çalışma herkes patron kavramının derin etkisini vurguladı.
chemist,"kimyacı, eczacı, kimyager",isim,B2,,The study highlighted the profound impact of chemist.,Çalışma kimyacı kavramının derin etkisini vurguladı.
chemists,kimyagerler,isim,B2,,The study highlighted the profound impact of chemists.,Çalışma kimyagerler kavramının derin etkisini vurguladı.
childhood,"çocukluk, çocukluk dönemi, küçüklük",isim,B2,,His childhood was harsh.,Onun çocukluğu zordu.
chip,"havalandırmak, takılmak, kırılmak",isim,B1,,How did you chip your tooth?,Dişinizi nasıl çektiniz?
circle,"halka, daire, çember",isim,B1,,Draw a small circle.,Küçük bir daire çizin.
circumference,"daire çevresi, dairenin etrafını dolaşan çizgi, dairenin çevresi",isim,C1,,The study highlighted the profound impact of circumference.,Çalışma daire çevresi kavramının derin etkisini vurguladı.
cities,şehirler,isim,B1,,I like big cities.,Büyük şehirleri severim.
cl,"uluslararası sınıflama, şili:cl, cl yükü",isim,B1,,You can't cling to the past.,Geçmişe sadık kalamazsın.
clarification,"açıklık kazanma, açıklığa kavuşma, açıklığa kavuşturma",isim,C1,,I just want clarification.,Ben sadece açıklama istiyorum.
class,"ders, sınıf, saymak",isim,B1,,Let's cut class.,Dersi asalım.
classification,"sınıflandırma, klasman, adlandırma",isim,C1,,The study highlighted the profound impact of classification.,Çalışma sınıflandırma kavramının derin etkisini vurguladı.
classroom,"sınıf, dershane, derslik",isim,B2,,It isn't a classroom.,O bir sınıf değil.
clearer,daha net,isim,B2,,It's never been clearer.,Daha net olmamıştı.
client,"müvekkil, müşteri, hasta",isim,B1,,I'm a client.,Ben bir müşteriyim.
clients,"hizmetten yararlananlar, müşteriler",isim,B2,,I'm losing clients.,Müşterileri kaybediyorum.
climbing,"tırmanış, dağcılık, tırmanma",isim,B2,,I went rock climbing.,Kaya tırmanışına gittim.
clouds,bulutlar,isim,B1,,Look at those clouds.,Şu bulutlara bakın.
clue,"ipucu, aydınlatmak, bilgi vermek",isim,B1,,I had no clue.,Hiçbir ipucum yoktu.
clues,ipuçları,isim,B1,,Did you find any clues?,Herhangi bir ipucu buldun mu?
co,"birlikte, ko, vietnam’da yaşayan etnik bir grup",isim,B1,,Tom injured a co-worker.,Tom bir iş arkadaşını yaraladı.
coast,"sahil, kıyı, deniz kıyısı",isim,B1,,Is the coast clear?,Sahil açık mı?
coaster,"tahta peynirlik, kabotaj yapan gemi, kıyı boyunca işleyen ticari gemi",isim,B2,,Tom rode the roller coaster.,Tom lunapark hız trenine bindi.
coating,"kaplama, kaplanma, paltoluk kumaş",isim,B2,,The study highlighted the profound impact of coating.,Çalışma kaplama kavramının derin etkisini vurguladı.
color,"boya, renk, renk katmak",isim,B1,,I'm color blind.,Ben renk körüyüm.
comedian's,"komedi yazarı, komedyen, güldürücü",isim,C1,,The study highlighted the profound impact of comedian's.,Çalışma komedi yazarı kavramının derin etkisini vurguladı.
comfort,"rahatlık, konfor, rahat",isim,B2,,I can comfort her.,Onu teselli edebilirim.
comm,açıklama,isim,B1,,The study highlighted the profound impact of comm.,Çalışma açıklama kavramının derin etkisini vurguladı.
command,"emretmek, buyurmak, kumanda",isim,B2,,I was in command.,Ben amirdim.
commence,"başlatmak, başlamak, dava açmak",isim,B2,,The study highlighted the profound impact of commence.,Çalışma başlatmak kavramının derin etkisini vurguladı.
communication,"iletişim, temas, mesaj",isim,C1,,Communication is the key.,İletişim anahtardır.
communities,"topluluklar, toplumlar",isim,C1,,Asian communities tend to be quite closed.,Asya toplulukları oldukça kapalı olma eğilimindedir.
community,"halk, camia, topluluk",isim,B2,,Is this community safe?,Bu topluluk güvenli mi?
company,"bölük, şirket, firma",isim,B2,,I've got company.,Benim şirketim var.
comparing,"kıyaslama, karşılaştırma, kıyas",isim,B2,,Stop comparing Tom with Mary.,Tom'u Mary ile karşılaştırmayı bırak
competence,"yeterlik, kabiliyet, yeterlilik",isim,C1,,I'm not questioning your competence.,Ben senin yeterliliğini sorgulamıyorum.
complement,"tamamlamak, tümlemek, mürettebat",isim,C1,,We complement each other.,Biz birbirimizi tamamlarız.
complex,"karışık, blok, bileşik şey",isim,B2,,How complex is it?,Ne kadar karmaşık?
compliment,"kompliman, iltifat, övgü",isim,C1,,It's a compliment.,Bu bir iltifat.
compliments,"selamlar, saygılar, tebrikler",isim,C1,,I got a lot of compliments on it.,Onun üzerine birçok övgü aldım.
component,"bileşen, parça, cüz",isim,B2,,Electronic components can be cleaned using pure isopropyl alcohol.,Elektronik bileşenler saf izopropil alkol kullanarak temizlenebilir.
composer,"yazar, bestekar, yaratıcı",isim,B2,,He is a famous composer.,O ünlü bir bestecidir.
computing,"hesaplama, hesaplayan, programlama",isim,B2,,Boys are more interested in engineering and computing than girls.,Mühendislik ve bilgisayar alanında erkekler kızlara göre daha ilgili.
concern,"ilgilendirmek, kaygı, endişe",isim,B2,,Is that a concern?,O bir endişe mi?
conclusion,"sonuç, bitim, ceza",isim,C1,,What's your conclusion?,Senin sonucun nedir?
conclusions,"sonuçlar bildirgesi, sonuçlar",isim,C1,,Don't jump to conclusions.,Sonuçlara atlamayın.
condition,"şartlandırmak, hal, koşul",isim,B2,,There's a condition.,Bir durum var.
conditions,"koşullar, şartlar, ahval",isim,C1,,What are the conditions?,Şartlar nelerdir?
conf,conf,isim,B1,,The study highlighted the profound impact of conf.,Çalışma conf kavramının derin etkisini vurguladı.
confidence,"güven, mahremiyet, itimat",isim,C1,,Don't lose confidence.,Güveni kaybetme.
connection,"bağ, bağlantı, alaka",isim,C1,,Is there a connection?,Bir bağlantı var mı?
connectivity,"bağlanırlık, bağlantısallık, bağlanabilirlik",isim,C1,,The study highlighted the profound impact of connectivity.,Çalışma bağlanırlık kavramının derin etkisini vurguladı.
conquer,"fethetmek, ele geçirmek, zaptetmek",isim,B2,,You must conquer your fear of the dark.,Karanlık korkunuzu yenmelisiniz.
consequence,"netice, sonuç, semere",isim,C1,,It's of no consequence.,Bu önemsiz.
consider,"durumu değerlendirmek, dikkate almak, göz önünde bulundurmak",isim,B2,,I'll consider it.,Onu dikkate alacağım.
constraint,"kısıtlama, baskı, kısıtlamak",isim,C1,,There are few legal constraints on the sale of firearms in the U.S.,ABD'de ateşli silah satışı üzerine birkaç yasal sınırlama vardır.
construction,"yapı, inşaat, inşa",isim,C1,,I'm a construction worker.,Ben bir inşaat işçisiyım.
contact,"ilişki kurmak, irtibat kurmak, temas etmek",isim,B2,,I'll contact Tom.,Tom ile iletişime geçeceğim.
container,"konteyner, kap, saklama kabı",isim,B2,,The container is full.,Konteyner dolu.
containers,"içecek kapları, yiyecek kapları, kap adedi",isim,C1,,These containers are airtight.,Bu konteynerler hava geçirmezler.
containment,"tutma, kapsama, önleme",isim,C1,,The study highlighted the profound impact of containment.,Çalışma tutma kavramının derin etkisini vurguladı.
contamination,"pislik, kirletilme, bulaşım",isim,C1,,The study highlighted the profound impact of contamination.,Çalışma pislik kavramının derin etkisini vurguladı.
continent,"kıta, anakara, alan",isim,B2,,Africa is a continent.,Afrika bir kıtadır.
control,"denetlemek, kontrol etmek, kontrol",isim,B2,,I'm in control.,Kontroldayım.
