Kelime,Türkçe Anlamı,Tür,Seviye,Eş Anlamlılar,Örnek Cümle (İngilizce),Örnek Cümle (Türkçe)
forward,"ileri, ileriye doğru, yollamak",fiil,B2,,You're very forward.,Çok ilerisin.
found,"kurmak, tesis etmek, kalıba dökmek",fiil,B1,,I found a job.,Ben bir iş buldum.
frustrate,"engellemek, yıldırmak, set çekmek",fiil,B2,,I'm not frustrated.,Hayal kırıklığına uğramış değilim.
fuel,"yakıt, yakıt sağlamak, yakmak",fiil,B1,,I ran out of fuel.,Yakıtım bitti.
fuse,"eritmek, fünye, sigorta",fiil,B1,,I lit the fuse.,Sigortayı yaktım.
generate,"meydana getirmek, oluşturmak, üretmek",fiil,B2,,We have to generate new revenue.,Yeni gelir üretmek zorundayız.
get,"elde etmek, almak, kazanmak",fiil,B1,,I'll get by.,Atlatabileceğim.
give,"vermek, gave - given, bahşetmek",fiil,B1,,Don't give in.,Teslim olma.
glow,"korlaşmak, parıltı, coşmak",fiil,B1,,You could see the glow of the fire for miles.,Ateşin parıltısını millerce görebildiniz.
go,"hareket etmek, gitmek, went - gone",fiil,B1,,I can't go.,Ben gidemiyorum.
goats,"davar, küçükbaş, iyiyi ve kötüyü birbirinden ayırmak",fiil,B1,,I fed the goats.,Keçileri besledim.
goes,"sözü vermek, peşin parayla alışveriş etmek, geniş bir alanı kapsamak",fiil,B1,,He goes to school.,"O, okula gider."
govern,"kontrol etmek, kullanmak, frenlemek",fiil,B1,,They wanted the right to govern themselves.,Kendilerini yönetme hakkı istediler.
grew,"olmak, yaşlandıkça, bu civarda büyüdüm",fiil,B1,,I grew up here.,Burada büyüdüm.
grow,"yetişmek, büyümek, grew - grown",fiil,B1,,Grow up a little.,Biraz büyü.
guess,"tahmin etmek, tahmin, sanmak",fiil,B1,,Guess who I am.,Kim olduğumu tahmin et.
had,"have fiilinin ikinci hali, kandırılmış",fiil,B1,,I had a cat.,Benim bir kedim vardı.
harm,"zarar, zeval vermek, kötülük yapmak",fiil,B1,,I mean no harm.,Amacım zarar vermek değildir.
has,sahip olmak,fiil,B1,,He has a car.,Onun bir arabası var.
have,"sahip olmak, had - had, elinde tutmak",fiil,B1,,I have a bus.,Bir otobüsüm var.
heal,"şifa bulmak, iyileştirmek, defetmek",fiil,B1,"cure, treat, recover",It's going to heal.,Bu iyileşecek.
here,"burada, buraya, burda",fiil,B1,,I'm in here.,Ben buradayım.
hide,"saklamak, gizlemek, saklanmak",fiil,B1,,I had to hide.,Saklanmak zorunda kaldım.
hike,"yürüyüşe çıkmak, yükseltmek, kaldırmak",fiil,B1,,"Take a hike, Tom.","Bir yürüyüş yap, Tom."
hold,"sahip olmak, zaptetmek, düzenlemek",fiil,B1,,Hold on a sec.,Bir saniye bekle.
hop,"sekmek, dans etmek, şerbetçiotu yetiştirmek",fiil,B1,,Hop in. I'll give you a ride.,Atla. Seni arabayla götüreceğim.
hurt,"acımak, incitmek, yaralamak",fiil,B1,,I'm hurt bad.,Kötü incindim.
identify,"tanımlamak, tanımak, kimliğini saptamak",fiil,B2,,I can't identify it.,Teşhis edemiyorum.
immediate,"acil, hemen ardından gelen, hazır",fiil,B2,,Was it that immediate?,O kadar acil miydi?
impress,"iz bırakmak, hayran bırakmak, etkilemek",fiil,B2,,You don't impress me.,Beni etkilemiyorsun.
improve,"geliştirmek, gelişmek, ilerletmek",fiil,B2,enhance,I can always improve.,Her zaman ilerleyebilirim.
inadequate,"yetersiz, liyakatsiz, elverişsiz",fiil,C1,,I just feel a little inadequate.,Sadece biraz yetersiz hissediyorum.
inappropriate,"uygun olmayan, yakışıksız, isabetsiz",fiil,C1,,That's so inappropriate.,O çok uygunsuz.
incline,"meyletmek, eğilmek, bayır",fiil,B2,,I'm inclined to agree.,Kabul etmeye eğilimliyim.
include,"katmak, içermek, kapsamak",fiil,B2,,Should I include Tom?,Tom'u dahil etmeli miyim?
increase,"arttırmak, artmak, çoğalmak",fiil,B2,,It was a huge increase.,Büyük bir artış oldu.
indicate,"göstergesi olmak, belirtisi olmak, işaret etmek",fiil,B2,,A closed fist can indicate stress.,Kapalı bir yumruk stres gösterebilir.
inhabit,"oturmak, iskan etmek, ikamet etmek",fiil,B2,,Animals inhabit the forest.,Hayvanlar ormanda yaşar.
initiate,"başlatmak, göstermek, üyeliğe kabul etmek",fiil,B2,,Who has initiated this?,Bunu kim başlattı?
intend,"niyet etmek, demek istemek, niyeti olmak",fiil,B1,,I intend to try.,Onu denemeyi istiyorum.
interrupt,"sekte vurmak, söze karışmak, kesmek",fiil,B2,,Don't interrupt me.,Sözümü kesme.
intervene,"araya girmek, müdahale etmek, arada olmak",fiil,B2,,They won't intervene.,Onlar müdahale etmeyecek.
introduce,"tanıtmak, tanıştırmak, içeri sokmak",fiil,B2,,I'll introduce you.,Seni tanıtacağım.
invent,"icat etmek, yumurtlamak, düzmek",fiil,B1,,What did Tom invent?,Tom ne icat etti ?
invest,"yatırım yapmak, birine yetki vermek, yetki vermek",fiil,B1,,We must invest in our future.,Geleceğimize yatırım yapmalıyız.
investigate,"araştırmak, soruşturmak, incelemek",fiil,C1,,Let's go and investigate.,Gidelim ve araştıralım.
is,"olmak, -dir, -dır",fiil,B1,,He is a DJ.,O bir DJ.
join,"birleştirmek, katılmak, katmak",fiil,B1,,Can I join in?,Katılabilir miyim?
jokes,"şaka yapmak, fıkra anlatmak, şakalar yapmak",fiil,B1,,He likes my jokes.,Benim şakalarımı sever.
jump,"sıçramak, zıplamak, atlamak",fiil,B1,,I'll jump in.,İçeri atlayacağım.
just,"sadece, adil, yalnızca",fiil,B1,,I'll just go.,Sadece gideceğim.
keep,"tutmak, saklamak, kept - kept",fiil,B1,,I keep a dog.,Ben bir köpek besliyorum.
kill,"katletmek, öldürmek, öldürme",fiil,B1,,I'll kill it.,Onu öldüreceğim.
knows,"tanışık çıkmak, tanış çıkmak, allah bilir!",fiil,B1,,No one knows it.,Bunu kimse bilmiyor.
last,"sonuncu, son, tutunmak",fiil,B1,,I'm the last.,Ben sonuncuyum.
laugh,"gülmek, gülme, gülüş",fiil,B1,,I won't laugh.,Gülmeyeceğim.
launch,"başlatmak, piyasaya sürmek, fırlatmak",fiil,B1,,Prepare to launch torpedoes.,Torpidoları fırlatmaya hazırlayın.
lay,"sermek, laid - laid, kurmak",fiil,B1,,I said lay off.,İşten çıkar dedim.
leave,"bırakmak, ayrılmak, terk etmek",fiil,B1,,I'm on leave.,İzindeyim.
lessen,"eksiltmek, hafifletmek, eksilmek",fiil,B1,diminish,The pain has lessened a little.,Acı biraz azaldı.
let,"izin vermek, let - let, vermek",fiil,B1,,I let it go.,Onun gitmesine izin verdim.
let's,"coşmak, haber vermek, izin vermek",fiil,B1,,The research team planned to let's the new method.,Araştırma ekibi yeni yöntemi coşmak planladı.
locate,"yerini saptamak, yerini bulmak, yerini tespit etmek",fiil,B1,,We couldn't locate Tom.,Tom'u bulamadık.
long,"uzun, hasretini çekmek, susamak",fiil,B1,,Don't be long.,Çok uzun kalma.
look,"bakmak, görünüş, bakış",fiil,B1,,Do I look OK?,İyi görünüyor muyum?
lose,"kaybetmek, yitirmek, lost - lost",fiil,B1,,I won't lose!,Kaybetmeyeceğim!
