Kelime,Türkçe Anlamı,Tür,Seviye,Eş Anlamlılar,Örnek Cümle (İngilizce),Örnek Cümle (Türkçe)
nutritional,"beslenme ile ilgili, nutrisyonel, besin",sıfat,C1,,Sugary drinks have no nutritional value and contribute significantly to weight gain.,Şekerli içeceklerin hiçbir besin değeri yoktur ve kilo almaya önemli ölçüde etki ederler.
obligatory,"mecburi, zorunlu, vacip",sıfat,C1,,The empirical results of the study were remarkably obligatory.,Çalışmanın ampirik sonuçlarının son derece mecburi olduğu görüldü.
outstanding,"üstün, göze çarpan, seçkin",sıfat,C1,,She is an outstanding poet.,O seçkin bir şairdir.
particular,"özel, belirli, nokta",sıfat,C1,,She's particular about food.,Yemek konusunda çok titizdir.
peripheral,"çevresel, periferik, çevre",sıfat,C1,,The empirical results of the study were remarkably peripheral.,Çalışmanın ampirik sonuçlarının son derece çevresel olduğu görüldü.
persistent,"ısrar eden, ısrarlı, ısrarcı",sıfat,C1,"constant, relentless, determined, tenacious",I can be very persistent.,Çok ısrarcı olabilirim.
perspective,"bakış açısı, perspektif, derinlemesine inceleme yeteneği",sıfat,C1,,Let's keep it in perspective.,Ona bir bütün olarak bakalım.
physiological,"işlevbilimsel, diriksel, fizyolojik",sıfat,C1,,The empirical results of the study were remarkably physiological.,Çalışmanın ampirik sonuçlarının son derece işlevbilimsel olduğu görüldü.
preventing,"önleyen, engelleyen",sıfat,C1,,Nothing's preventing you from leaving.,Hiçbir şey sizin gitmenizi engellemiyor.
preventive,"önleyici, önleyici ilaç, önlem",sıfat,C1,,Preventive measures are much more effective than the actual treatment.,Önleyici tedbirler gerçek tedaviden çok daha etkilidir.
productive,"üretken, verimli, kazançlı",sıfat,C1,,I hope you had a productive day.,Umarım üretken bir gün geçirdiniz.
progressive,"ileri düşünceli kimse, müterakki, ilerleyici",sıfat,C1,,His policies were too progressive.,Onun politikaları çok yenilikçi idi.
protective,"koruyucu, sahip çıkan, koruma",sıfat,C1,,He's very protective of him.,O kendine karşı çok koruyucu.
psychological,"ruhbilimsel, ruhi, tinbilimsel",sıfat,C1,,The doctor thinks Tom's problem is psychological.,Doktor Tom'un sorununun psikolojik olduğunu düşünüyor.
purchasable,"alınabilir, satın alınabilir, satın alınır",sıfat,C1,,The empirical results of the study were remarkably purchasable.,Çalışmanın ampirik sonuçlarının son derece alınabilir olduğu görüldü.
recommended,"tavsiye edilmiş, tavsiye edilen, önerilen",sıfat,C1,,I'll do as you recommended.,Senin tavsiye ettiğin gibi yapacağım.
remarkable,"dikkat çekici, göze çarpan, dikkate değer",sıfat,C1,,You're the remarkable one.,Sen dikkat çekici birisin.
repetitious,"tekrarlayan, tekrarlayıp duran, tekrarlarla dolu",sıfat,C1,,The empirical results of the study were remarkably repetitious.,Çalışmanın ampirik sonuçlarının son derece tekrarlayan olduğu görüldü.
repetitive,"tekrarlayıp duran, tekrarlı, tekrarlanan",sıfat,C1,,We must try not to be repetitive.,Tekrarcı olmamaya çalışmalıyız.
responsible,"mesul, sorumlu, yükümlü",sıfat,C1,,I'm responsible for Tom.,Tom'dan sorumluyum.
restricted,"sınırlı, kısıtlı, gizli",sıfat,C1,,This is a restricted area.,Bu yasak bir alandır.
retributive,"intikamcı, kinci, cezalandırıcı",sıfat,C1,,The empirical results of the study were remarkably retributive.,Çalışmanın ampirik sonuçlarının son derece intikamcı olduğu görüldü.
scientific,"ilmi, bilimsel, fenni",sıfat,C1,,Is that a scientific fact?,O bilimsel bir gerçek mi?
sentimental,"duygusal, içli, hassas",sıfat,C1,,Don't be so sentimental.,Bu kadar duygusal olmayın.
significant,"dikkate değer, kayda değer, belirli",sıfat,C1,,It was a significant moment.,O önemli bir andı.
substantial,"varlıklı, önemli, azımsanmayacak",sıfat,C1,,The money involved is substantial.,İlgili para önemli.
successful,"başarılı, başarıya ulaşan şey, muvaffak",sıfat,C1,,I want to be successful.,Ben başarılı olmak istiyorum.
sufficient,"kafi, yeterli, elverişli",sıfat,C1,,I had to be self-sufficient.,Kendi kendime yeterli olmak zorundaydım.
surprising,"şaşırtıcı, şaşılası, hayret verici",sıfat,C1,,It was a little surprising.,Biraz şaşırtıcıydı.
surrounding,"çevre, sarma, kuşatma",sıfat,C1,,The surrounding area was very quiet.,Etraf çok sakindi.
susceptible,"duyarlı, duygulu, duygularına kolaylıkla kapılan",sıfat,C1,vulnerable,She was susceptible to colds.,"O, soğuk algınlığına duyarlıydı."
territorial,"gönüllü asker, kara, belirli bir bölgeye ait",sıfat,C1,,The empirical results of the study were remarkably territorial.,Çalışmanın ampirik sonuçlarının son derece gönüllü asker olduğu görüldü.
traditional,"geleneksel, ananevi, göreneksel",sıfat,C1,,Sing me a traditional song.,Bana geleneksel bir şarkı söyle.
transforming,"dönüştürücü, dönüşmekte olan, dönüşen",sıfat,C1,,The empirical results of the study were remarkably transforming.,Çalışmanın ampirik sonuçlarının son derece dönüştürücü olduğu görüldü.
transnational,"uluslaraşırı, transnasyonal, uluslararası",sıfat,C1,,The empirical results of the study were remarkably transnational.,Çalışmanın ampirik sonuçlarının son derece uluslaraşırı olduğu görüldü.
trustworthy,"güvenilir, harbi, sağlam",sıfat,C1,,I believe that he's trustworthy.,Onun güvenilir olduğuna inanıyorum.
undergoing,"süregelen, süren",sıfat,C1,,The website was undergoing maintenance.,Web sitesi bakım geçiriyor.
unexpected,"beklenmedik, beklenmeyen, ummadık",sıfat,C1,,It's just so unexpected.,Bu sadece çok beklenmedik.
unfavorable,"elverişsiz, olumsuz, ters",sıfat,C1,,The empirical results of the study were remarkably unfavorable.,Çalışmanın ampirik sonuçlarının son derece elverişsiz olduğu görüldü.
unfinished,"işlenmemiş, yarım kalmış, yarım",sıfat,C1,,We had some unfinished business.,Biraz bitmemiş işimiz vardı.
unparallel,"eğri, paralel olmayan",sıfat,C1,,The empirical results of the study were remarkably unparallel.,Çalışmanın ampirik sonuçlarının son derece eğri olduğu görüldü.
unprecedented,"eşi benzeri görülmemiş, eşi görülmemiş, yeni",sıfat,C1,,The price jump was unprecedented.,Fiyat sıçramasının eşi benzeri görülmemişti.
unsuitable,"uygunsuz, olmayacak, uymaz",sıfat,C1,,"In my opinion, it's quite unsuitable.","Bence, o oldukça uygunsuz."
untreatable,"tedavisiz, tedavisi imkansız, tedavi edilemez",sıfat,C1,,The empirical results of the study were remarkably untreatable.,Çalışmanın ampirik sonuçlarının son derece tedavisiz olduğu görüldü.
widespread,"yaygın, alabildiğine açılmış, geniş alana yayılmış",sıfat,C1,,The decision caused widespread anger.,Karar yaygın öfkeye neden oldu.
